,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Date
6476,49402,Male,Loyal Customer,42,Business travel,Business,3985,3,3,5,3,1,2,4,5,5,5,4,3,5,2,12,8.0,satisfied,12/26/2025
6477,83393,Male,Loyal Customer,48,Business travel,Business,1697,3,3,3,3,2,5,4,4,4,5,4,5,4,3,6,0.0,satisfied,2/8/2024
6478,51387,Female,Loyal Customer,48,Personal Travel,Eco Plus,262,5,4,0,4,1,4,5,4,4,0,2,5,4,1,0,0.0,satisfied,11/14/2026
6479,83965,Male,Loyal Customer,55,Business travel,Business,2145,1,1,3,1,2,5,5,1,1,2,1,3,1,3,1,15.0,satisfied,10/9/2026
6480,88752,Male,Loyal Customer,11,Personal Travel,Eco,366,2,5,3,2,1,3,1,1,1,2,2,2,2,1,0,0.0,neutral or dissatisfied,11/14/2024
6481,56453,Female,Loyal Customer,63,Personal Travel,Eco,719,1,4,1,2,4,4,5,5,5,1,4,4,5,5,0,0.0,neutral or dissatisfied,2/14/2026
6482,102553,Female,Loyal Customer,68,Personal Travel,Eco,223,2,5,2,2,2,5,5,5,5,2,5,5,5,3,18,7.0,neutral or dissatisfied,11/26/2024
6483,116818,Male,Loyal Customer,49,Business travel,Business,646,4,2,4,4,3,4,5,4,4,4,4,4,4,4,4,0.0,satisfied,9/22/2024
6484,7851,Male,Loyal Customer,40,Business travel,Eco,1005,2,3,3,3,2,2,2,2,2,2,4,1,3,2,10,10.0,neutral or dissatisfied,6/9/2026
6485,93813,Male,Loyal Customer,48,Business travel,Business,391,4,4,4,4,4,5,4,5,5,5,5,5,5,4,3,0.0,satisfied,2/21/2024
6486,109217,Male,Loyal Customer,30,Business travel,Eco,616,5,1,1,1,5,5,5,5,3,5,2,2,4,5,0,0.0,satisfied,11/14/2025
6487,68685,Male,disloyal Customer,36,Business travel,Eco,237,3,0,3,2,1,3,1,1,4,2,1,2,1,1,0,0.0,neutral or dissatisfied,11/20/2024
6488,56987,Female,Loyal Customer,37,Personal Travel,Eco,2565,2,2,2,4,2,4,3,3,3,2,4,3,3,3,0,3.0,neutral or dissatisfied,3/3/2025
6489,111318,Male,Loyal Customer,33,Business travel,Business,283,4,1,1,1,4,4,4,4,1,1,3,4,4,4,19,35.0,neutral or dissatisfied,1/7/2024
6490,113507,Male,Loyal Customer,75,Business travel,Business,2576,4,5,5,5,4,2,3,4,4,4,4,4,4,3,5,4.0,neutral or dissatisfied,3/1/2024
6491,54616,Male,disloyal Customer,42,Business travel,Eco,854,1,1,1,2,4,1,4,4,1,1,4,1,5,4,0,0.0,neutral or dissatisfied,10/24/2026
6492,99140,Female,Loyal Customer,55,Business travel,Business,1565,4,4,1,4,2,5,4,4,4,5,4,3,4,3,3,0.0,satisfied,1/22/2026
6493,112427,Female,Loyal Customer,51,Business travel,Business,957,2,2,2,2,4,5,4,4,4,4,4,4,4,5,50,39.0,satisfied,12/7/2024
6494,9599,Female,Loyal Customer,23,Personal Travel,Eco,229,3,5,3,2,1,3,1,1,5,5,4,5,4,1,3,0.0,neutral or dissatisfied,10/28/2025
6495,37418,Female,Loyal Customer,40,Business travel,Eco,1035,1,5,5,5,1,1,1,1,4,4,4,2,3,1,0,0.0,neutral or dissatisfied,6/9/2025
6496,18906,Male,Loyal Customer,30,Personal Travel,Eco,503,4,3,4,3,3,4,3,3,4,1,3,4,2,3,0,0.0,neutral or dissatisfied,10/4/2025
6497,70278,Male,Loyal Customer,45,Business travel,Business,852,3,3,3,3,5,5,5,4,4,4,4,5,4,3,0,3.0,satisfied,6/8/2024
6498,88172,Male,disloyal Customer,20,Business travel,Eco,270,1,0,0,4,5,0,5,5,4,2,5,4,5,5,0,0.0,neutral or dissatisfied,2/9/2026
6499,16728,Female,Loyal Customer,58,Business travel,Eco,1167,4,4,4,4,4,4,4,5,4,2,3,4,4,4,244,261.0,satisfied,4/15/2026
6500,112681,Female,Loyal Customer,52,Business travel,Business,723,5,5,5,5,2,4,4,5,5,5,5,3,5,5,0,0.0,satisfied,9/2/2024
6501,2067,Male,Loyal Customer,56,Business travel,Business,1593,4,5,4,4,4,4,5,3,3,4,3,3,3,3,17,3.0,satisfied,8/1/2026
6502,127982,Male,Loyal Customer,60,Business travel,Business,2329,5,5,5,5,5,5,2,5,5,5,5,1,5,4,0,17.0,satisfied,9/7/2024
6503,120763,Female,disloyal Customer,20,Business travel,Eco,678,3,3,3,5,4,3,5,4,4,4,5,5,5,4,0,0.0,neutral or dissatisfied,8/1/2024
6504,60074,Male,Loyal Customer,25,Business travel,Business,1012,4,4,4,4,3,3,3,3,3,4,5,5,4,3,4,0.0,satisfied,7/25/2024
6505,101783,Female,Loyal Customer,31,Business travel,Business,1521,1,1,1,1,5,5,5,5,5,5,5,4,5,5,52,43.0,satisfied,11/3/2025
6506,34893,Male,Loyal Customer,40,Personal Travel,Business,187,1,5,1,3,4,5,5,1,1,1,1,3,1,3,0,0.0,neutral or dissatisfied,3/13/2026
6507,71404,Female,Loyal Customer,40,Business travel,Business,1533,4,4,4,4,2,5,4,4,4,4,4,4,4,3,50,46.0,satisfied,9/2/2025
6508,129267,Female,Loyal Customer,59,Business travel,Eco,2521,2,2,4,4,5,2,4,2,2,2,2,3,2,1,0,0.0,neutral or dissatisfied,9/13/2026
6509,57424,Female,disloyal Customer,20,Business travel,Business,533,4,5,3,5,4,3,4,4,3,2,5,5,5,4,21,8.0,satisfied,10/2/2026
6510,14079,Male,disloyal Customer,27,Business travel,Eco,371,1,0,1,2,3,1,3,3,1,2,1,5,4,3,0,0.0,neutral or dissatisfied,1/21/2025
6511,94557,Female,Loyal Customer,42,Business travel,Business,2726,1,1,5,1,2,4,4,5,5,5,5,3,5,5,3,0.0,satisfied,5/8/2025
6512,5857,Male,Loyal Customer,31,Personal Travel,Eco,1020,4,0,4,4,4,4,4,4,3,5,2,2,4,4,0,0.0,satisfied,9/2/2024
6513,78678,Female,Loyal Customer,32,Business travel,Business,2805,4,4,4,4,5,4,5,5,4,4,4,3,5,5,0,0.0,satisfied,8/12/2024
6514,87402,Female,Loyal Customer,50,Personal Travel,Eco,425,2,0,4,4,5,5,5,5,5,4,5,2,5,5,48,33.0,neutral or dissatisfied,8/7/2024
6515,45638,Male,Loyal Customer,16,Personal Travel,Eco,230,2,4,0,3,4,0,4,4,5,3,5,5,5,4,2,0.0,neutral or dissatisfied,1/1/2024
6516,102121,Female,disloyal Customer,20,Business travel,Business,236,0,0,0,3,1,0,1,1,4,3,4,4,5,1,6,0.0,satisfied,12/3/2025
6517,45282,Female,Loyal Customer,36,Business travel,Eco,188,4,4,4,4,4,4,4,4,3,2,5,4,4,4,0,0.0,satisfied,12/3/2026
6518,4958,Male,disloyal Customer,26,Business travel,Business,931,0,0,0,3,2,0,2,2,3,2,4,4,5,2,0,0.0,satisfied,10/4/2025
6519,128585,Male,Loyal Customer,47,Business travel,Business,2552,4,4,4,4,5,5,4,2,2,2,2,4,2,4,0,0.0,satisfied,3/2/2026
6520,16904,Female,Loyal Customer,20,Personal Travel,Eco,746,2,4,1,4,4,1,4,4,4,5,4,3,4,4,79,78.0,neutral or dissatisfied,7/15/2025
6521,74720,Male,Loyal Customer,53,Personal Travel,Eco,1464,3,5,3,2,5,3,5,5,4,2,3,5,5,5,31,33.0,neutral or dissatisfied,2/14/2024
6522,111613,Female,Loyal Customer,44,Business travel,Business,1014,2,2,2,2,2,4,5,5,5,5,5,5,5,4,0,0.0,satisfied,3/4/2025
6523,54064,Male,Loyal Customer,30,Business travel,Business,1416,4,4,4,4,5,5,5,5,1,2,1,4,2,5,0,0.0,satisfied,1/11/2026
6524,17959,Male,Loyal Customer,48,Business travel,Eco,500,3,2,2,2,3,3,3,3,4,5,2,5,2,3,0,0.0,satisfied,6/2/2026
6525,128057,Female,Loyal Customer,55,Personal Travel,Eco Plus,735,3,4,3,3,3,3,1,2,2,3,1,1,2,2,6,0.0,neutral or dissatisfied,12/24/2026
6526,33382,Female,Loyal Customer,47,Personal Travel,Eco,2556,2,5,2,3,4,5,1,5,5,2,5,1,5,2,0,0.0,neutral or dissatisfied,8/13/2025
6527,110110,Female,disloyal Customer,46,Business travel,Business,1056,1,0,0,2,2,1,2,2,4,2,4,4,4,2,0,0.0,neutral or dissatisfied,1/18/2024
6528,124386,Female,Loyal Customer,63,Personal Travel,Eco,575,4,4,4,1,2,4,4,3,3,4,2,5,3,4,0,1.0,neutral or dissatisfied,9/26/2024
6529,123990,Male,Loyal Customer,58,Business travel,Business,184,3,3,4,3,4,4,4,5,5,5,5,3,5,3,0,0.0,satisfied,6/4/2024
6530,113522,Male,Loyal Customer,43,Business travel,Business,407,2,2,2,2,5,4,4,5,5,5,5,3,5,5,5,0.0,satisfied,9/3/2025
6531,35364,Female,disloyal Customer,49,Business travel,Eco,944,1,1,1,3,1,1,1,1,4,2,3,2,3,1,53,13.0,neutral or dissatisfied,2/20/2025
6532,124452,Male,disloyal Customer,24,Business travel,Eco,980,2,2,2,2,3,2,4,3,5,4,4,3,4,3,3,39.0,neutral or dissatisfied,4/25/2024
6533,73558,Male,Loyal Customer,31,Business travel,Business,204,0,5,0,3,5,4,4,5,5,5,4,4,4,5,21,7.0,satisfied,12/22/2024
6534,13878,Male,disloyal Customer,23,Business travel,Eco,667,4,1,5,2,4,5,4,4,4,2,3,1,3,4,0,1.0,neutral or dissatisfied,11/7/2025
6535,91154,Male,Loyal Customer,12,Personal Travel,Eco,271,4,0,4,4,3,4,3,3,4,2,2,1,4,3,40,33.0,neutral or dissatisfied,4/19/2024
6536,15326,Male,Loyal Customer,35,Business travel,Eco,599,1,4,4,4,1,1,1,1,3,3,3,2,2,1,0,0.0,neutral or dissatisfied,6/19/2025
6537,115452,Female,Loyal Customer,20,Business travel,Business,325,1,1,1,1,1,1,1,1,1,2,4,1,3,1,0,0.0,neutral or dissatisfied,11/28/2024
6538,50083,Male,Loyal Customer,71,Business travel,Eco,262,1,5,5,5,2,1,2,2,4,5,1,2,1,2,0,5.0,neutral or dissatisfied,4/9/2025
6539,99717,Male,Loyal Customer,45,Business travel,Business,255,5,5,5,5,3,5,4,3,3,4,3,4,3,3,62,64.0,satisfied,7/13/2026
6540,27695,Female,Loyal Customer,45,Personal Travel,Eco,1107,4,0,3,2,5,5,4,4,4,3,4,4,4,4,0,0.0,satisfied,4/18/2025
6541,48514,Male,Loyal Customer,54,Business travel,Eco,776,1,3,3,3,1,1,1,1,4,2,3,3,4,1,11,38.0,neutral or dissatisfied,7/21/2026
6542,57134,Female,Loyal Customer,29,Personal Travel,Eco,1222,2,5,2,3,3,2,3,3,1,2,2,1,1,3,3,0.0,neutral or dissatisfied,5/8/2026
6543,33128,Male,Loyal Customer,38,Personal Travel,Eco,102,1,5,0,3,2,0,2,2,3,3,4,5,4,2,0,0.0,neutral or dissatisfied,6/19/2024
6544,97323,Female,Loyal Customer,47,Business travel,Business,843,2,2,2,2,4,5,5,4,4,4,4,4,4,3,0,0.0,satisfied,10/18/2024
6545,89320,Female,Loyal Customer,60,Business travel,Business,1587,1,1,1,1,2,3,4,4,4,5,4,3,4,3,0,0.0,satisfied,8/7/2024
6546,82205,Male,disloyal Customer,38,Business travel,Business,405,2,2,2,1,1,2,1,1,5,4,5,5,4,1,0,0.0,satisfied,7/18/2024
6547,61771,Male,Loyal Customer,33,Personal Travel,Eco,1303,1,4,1,5,4,1,4,4,4,5,5,5,4,4,0,0.0,neutral or dissatisfied,4/3/2024
6548,42530,Male,Loyal Customer,46,Personal Travel,Eco Plus,328,0,2,0,2,4,0,4,4,2,5,3,2,2,4,0,0.0,satisfied,11/19/2024
6549,112136,Female,disloyal Customer,35,Business travel,Business,895,2,2,2,1,4,2,5,4,5,4,5,4,4,4,0,0.0,neutral or dissatisfied,12/21/2025
6550,16193,Male,disloyal Customer,25,Business travel,Business,277,4,0,4,2,3,4,3,3,5,2,1,1,2,3,25,55.0,satisfied,12/14/2024
6551,45955,Female,Loyal Customer,44,Business travel,Eco Plus,563,5,3,3,3,5,4,3,5,5,5,5,2,5,5,0,0.0,satisfied,12/13/2025
6552,53768,Male,Loyal Customer,16,Personal Travel,Eco,1195,4,4,4,3,2,4,2,2,3,2,5,5,5,2,3,0.0,neutral or dissatisfied,8/1/2024
6553,101439,Male,Loyal Customer,40,Business travel,Business,345,3,3,3,3,3,4,5,5,5,4,5,5,5,3,0,5.0,satisfied,3/4/2025
6554,105950,Male,disloyal Customer,34,Business travel,Business,2295,2,2,2,4,1,2,1,1,4,4,3,5,5,1,9,0.0,neutral or dissatisfied,1/6/2024
6555,3713,Male,Loyal Customer,47,Personal Travel,Eco,431,3,5,3,2,3,3,3,3,5,2,5,5,5,3,0,0.0,neutral or dissatisfied,5/28/2025
6556,39149,Male,Loyal Customer,47,Personal Travel,Eco,190,1,4,1,3,5,1,5,5,4,2,5,3,4,5,1,,neutral or dissatisfied,3/5/2026
6557,27297,Male,Loyal Customer,26,Business travel,Eco,1050,4,2,4,2,4,4,3,4,1,4,4,5,1,4,0,0.0,satisfied,7/4/2024
6558,100380,Female,Loyal Customer,39,Personal Travel,Eco,1011,1,3,1,3,2,1,2,2,3,4,3,4,3,2,0,0.0,neutral or dissatisfied,9/22/2025
6559,57087,Male,Loyal Customer,58,Business travel,Business,3534,1,4,1,1,4,4,5,3,3,3,3,4,3,4,0,0.0,satisfied,4/5/2024
6560,108821,Female,Loyal Customer,48,Business travel,Business,1199,1,4,4,4,2,3,4,1,1,1,1,1,1,1,0,4.0,neutral or dissatisfied,4/13/2026
6561,127008,Female,Loyal Customer,33,Business travel,Business,2030,4,4,4,4,1,3,4,4,4,4,4,1,4,3,0,0.0,neutral or dissatisfied,7/15/2026
6562,44061,Male,Loyal Customer,26,Personal Travel,Business,456,1,4,1,5,3,1,3,3,3,3,5,3,4,3,0,3.0,neutral or dissatisfied,10/22/2024
6563,128488,Female,Loyal Customer,62,Personal Travel,Eco,370,2,5,2,5,1,1,1,3,3,2,3,1,3,2,0,0.0,neutral or dissatisfied,9/9/2026
6564,129670,Female,disloyal Customer,23,Business travel,Eco,447,3,0,3,3,4,3,4,4,3,5,5,3,4,4,57,61.0,neutral or dissatisfied,11/15/2024
6565,120988,Female,Loyal Customer,12,Business travel,Business,1502,1,1,2,1,4,4,4,4,4,2,4,5,5,4,0,0.0,satisfied,11/21/2024
6566,53071,Male,Loyal Customer,12,Personal Travel,Eco,1208,2,1,2,2,2,2,2,2,4,5,3,4,2,2,3,6.0,neutral or dissatisfied,11/13/2025
6567,114745,Female,Loyal Customer,46,Business travel,Business,1573,5,5,5,5,5,5,5,5,5,5,5,3,5,3,73,64.0,satisfied,9/11/2025
6568,50361,Male,Loyal Customer,18,Business travel,Business,190,4,4,4,4,4,4,5,4,4,2,4,2,1,4,0,2.0,satisfied,7/5/2026
6569,38342,Female,Loyal Customer,42,Business travel,Business,1612,4,4,4,4,3,5,5,5,5,5,5,4,5,4,4,0.0,satisfied,1/11/2024
6570,54128,Female,disloyal Customer,29,Business travel,Eco,1400,1,0,0,4,3,1,3,3,2,4,2,1,5,3,1,0.0,neutral or dissatisfied,2/23/2025
6571,14911,Male,Loyal Customer,8,Personal Travel,Eco,240,0,5,0,2,5,0,3,5,3,5,4,3,5,5,0,0.0,satisfied,8/10/2024
6572,52258,Male,Loyal Customer,30,Business travel,Business,370,4,4,4,4,4,4,4,4,3,3,5,4,1,4,0,11.0,satisfied,4/11/2025
6573,56039,Female,Loyal Customer,43,Business travel,Eco,2586,3,5,1,5,3,4,4,2,4,2,2,4,2,4,31,33.0,neutral or dissatisfied,9/8/2024
6574,58987,Male,disloyal Customer,48,Business travel,Business,1744,5,5,5,2,5,5,5,5,5,2,4,4,5,5,5,29.0,satisfied,3/11/2025
6575,19215,Female,Loyal Customer,55,Business travel,Business,459,5,4,4,4,3,1,1,5,5,4,5,4,5,3,118,115.0,neutral or dissatisfied,1/17/2024
6576,104926,Male,Loyal Customer,28,Business travel,Business,210,5,5,5,5,4,4,4,4,5,5,5,3,3,4,98,102.0,satisfied,3/13/2026
6577,120971,Female,Loyal Customer,55,Business travel,Business,992,1,1,3,1,2,4,4,4,4,4,4,3,4,4,1,5.0,satisfied,11/12/2026
6578,111630,Male,Loyal Customer,59,Personal Travel,Eco Plus,1014,2,4,2,4,1,2,1,1,4,4,1,3,2,1,46,48.0,neutral or dissatisfied,8/3/2024
6579,17518,Male,Loyal Customer,61,Personal Travel,Eco,241,4,5,4,4,3,4,3,3,3,2,4,4,5,3,0,2.0,satisfied,2/5/2024
6580,37409,Male,disloyal Customer,26,Business travel,Eco,944,4,4,4,2,4,4,4,4,4,2,5,3,3,4,0,0.0,neutral or dissatisfied,1/21/2024
6581,38064,Female,Loyal Customer,24,Business travel,Eco,1237,5,1,1,1,5,5,4,5,2,4,4,4,5,5,21,5.0,satisfied,6/11/2024
6582,111597,Female,disloyal Customer,29,Business travel,Business,883,5,5,5,1,1,5,1,1,3,3,4,3,4,1,4,5.0,satisfied,10/23/2024
6583,18230,Male,Loyal Customer,37,Business travel,Business,346,1,2,2,2,3,3,4,1,1,1,1,1,1,4,55,42.0,neutral or dissatisfied,1/25/2024
6584,84382,Male,Loyal Customer,30,Business travel,Business,606,3,5,5,5,3,4,3,3,4,5,4,1,4,3,0,4.0,neutral or dissatisfied,3/9/2026
6585,122420,Male,Loyal Customer,30,Business travel,Business,1916,4,4,5,4,4,4,4,4,5,3,5,3,4,4,0,0.0,satisfied,3/25/2026
6586,78970,Male,disloyal Customer,24,Business travel,Eco,226,3,0,3,5,3,3,3,3,3,5,5,3,4,3,0,0.0,neutral or dissatisfied,1/10/2026
6587,61560,Female,Loyal Customer,32,Business travel,Eco Plus,2442,2,3,3,3,2,2,2,2,4,1,1,1,2,2,30,8.0,neutral or dissatisfied,8/17/2025
6588,106088,Female,Loyal Customer,30,Business travel,Business,302,0,0,0,2,4,4,4,4,3,4,4,4,5,4,20,21.0,satisfied,7/26/2024
6589,105066,Male,Loyal Customer,47,Business travel,Business,2055,3,3,3,3,3,5,4,5,5,5,5,3,5,3,0,10.0,satisfied,4/21/2025
6590,54888,Male,Loyal Customer,69,Personal Travel,Eco,641,4,5,3,3,3,3,5,3,3,3,5,5,5,3,2,0.0,neutral or dissatisfied,6/13/2025
6591,2651,Male,Loyal Customer,39,Business travel,Business,3641,4,4,2,4,4,5,4,4,4,4,4,3,4,4,14,11.0,satisfied,9/19/2026
6592,129013,Female,Loyal Customer,24,Business travel,Business,2704,4,1,1,1,3,4,4,1,2,3,4,4,4,4,2,12.0,neutral or dissatisfied,9/20/2026
6593,29813,Female,Loyal Customer,34,Business travel,Business,373,5,5,2,5,1,1,2,4,4,4,4,3,4,5,0,6.0,satisfied,4/8/2026
6594,65644,Female,Loyal Customer,34,Business travel,Business,926,3,3,3,3,5,4,5,4,4,4,4,3,4,5,0,0.0,satisfied,10/17/2026
6595,127349,Male,Loyal Customer,35,Business travel,Eco,507,1,3,3,3,1,1,1,1,1,2,3,1,3,1,0,0.0,neutral or dissatisfied,2/28/2025
6596,110488,Female,Loyal Customer,20,Personal Travel,Eco,842,3,5,3,3,1,3,3,1,5,2,2,2,3,1,11,6.0,neutral or dissatisfied,10/12/2025
6597,50685,Male,Loyal Customer,15,Personal Travel,Eco,304,3,4,3,3,5,3,2,5,5,3,4,3,5,5,23,18.0,neutral or dissatisfied,2/10/2026
6598,13248,Male,disloyal Customer,24,Business travel,Eco,468,2,2,2,3,2,2,2,2,1,4,3,3,3,2,0,0.0,neutral or dissatisfied,12/18/2026
6599,36365,Male,disloyal Customer,23,Business travel,Eco,200,4,0,4,3,4,4,4,4,1,1,3,3,3,4,0,0.0,neutral or dissatisfied,7/6/2025
6600,112817,Female,disloyal Customer,46,Business travel,Business,1211,3,3,3,3,3,3,3,3,4,5,5,3,4,3,9,0.0,neutral or dissatisfied,6/7/2025
6601,124364,Male,Loyal Customer,10,Business travel,Business,575,1,1,1,1,4,4,4,4,3,2,5,4,4,4,0,0.0,satisfied,4/26/2024
6602,38194,Male,Loyal Customer,67,Personal Travel,Eco,1249,1,4,1,3,3,1,3,3,5,3,4,4,5,3,10,3.0,neutral or dissatisfied,11/19/2024
6603,2882,Female,Loyal Customer,7,Personal Travel,Eco,409,2,3,2,2,4,2,2,4,1,1,3,4,3,4,0,9.0,neutral or dissatisfied,7/9/2026
6604,17945,Female,Loyal Customer,49,Personal Travel,Eco,214,4,2,4,2,2,2,3,4,4,4,4,3,4,1,43,68.0,neutral or dissatisfied,8/1/2026
6605,53015,Female,disloyal Customer,41,Business travel,Eco,1190,3,3,3,1,4,3,4,4,2,2,2,2,2,4,22,36.0,neutral or dissatisfied,7/3/2025
6606,4195,Female,Loyal Customer,50,Business travel,Business,544,5,5,5,5,5,5,5,2,2,2,2,3,2,5,0,0.0,satisfied,4/19/2025
6607,3170,Female,disloyal Customer,21,Business travel,Eco,585,5,2,5,2,4,5,4,4,5,5,4,3,4,4,9,51.0,satisfied,5/7/2024
6608,116990,Male,Loyal Customer,34,Business travel,Business,338,4,4,4,4,2,4,5,4,4,4,4,3,4,3,19,13.0,satisfied,8/4/2025
6609,52289,Female,disloyal Customer,40,Business travel,Business,370,4,4,4,3,4,4,4,4,4,5,3,4,4,4,0,0.0,neutral or dissatisfied,1/8/2026
6610,95287,Female,Loyal Customer,66,Personal Travel,Eco,562,4,4,4,2,2,4,4,5,5,4,5,4,5,3,88,83.0,neutral or dissatisfied,8/7/2025
6611,124718,Male,Loyal Customer,25,Personal Travel,Eco,399,1,2,1,2,3,1,2,3,3,5,2,4,2,3,22,16.0,neutral or dissatisfied,6/12/2025
6612,123049,Male,disloyal Customer,23,Business travel,Eco,468,2,5,2,2,2,2,2,2,5,2,5,5,4,2,0,0.0,neutral or dissatisfied,8/18/2026
6613,109761,Male,Loyal Customer,56,Business travel,Business,2345,3,3,5,3,3,5,5,5,5,5,5,3,5,4,77,80.0,satisfied,7/5/2026
6614,49795,Female,disloyal Customer,22,Business travel,Eco,266,3,0,3,3,4,3,5,4,3,3,2,3,5,4,0,0.0,neutral or dissatisfied,10/15/2026
6615,33890,Male,Loyal Customer,31,Business travel,Business,1226,3,4,4,4,3,3,3,3,3,3,4,1,4,3,127,123.0,neutral or dissatisfied,3/13/2024
6616,36230,Male,Loyal Customer,43,Personal Travel,Eco,280,2,3,2,4,1,2,1,1,5,4,4,4,1,1,0,0.0,neutral or dissatisfied,5/9/2026
6617,46925,Male,Loyal Customer,43,Business travel,Business,2941,1,1,1,1,2,2,1,5,5,5,5,3,5,3,41,46.0,satisfied,9/3/2024
6618,10593,Female,Loyal Customer,43,Business travel,Business,2862,1,1,1,1,3,5,5,5,5,5,5,5,5,5,0,0.0,satisfied,3/25/2026
6619,74609,Female,Loyal Customer,28,Business travel,Business,1242,5,5,5,5,4,4,4,4,5,4,4,4,4,4,15,2.0,satisfied,2/9/2025
6620,16484,Male,Loyal Customer,71,Business travel,Business,3230,5,5,5,5,4,5,5,4,4,4,4,3,4,3,0,0.0,satisfied,11/28/2024
6621,63334,Male,disloyal Customer,43,Business travel,Eco,337,1,3,1,4,2,1,2,2,3,4,4,4,3,2,8,10.0,neutral or dissatisfied,3/25/2026
6622,50043,Male,Loyal Customer,46,Business travel,Eco,89,5,1,1,1,5,5,5,5,1,1,2,3,5,5,0,0.0,satisfied,11/8/2026
6623,112665,Female,Loyal Customer,42,Business travel,Business,1865,1,1,1,1,3,4,5,4,4,4,4,4,4,4,37,21.0,satisfied,12/24/2026
6624,72047,Female,Loyal Customer,20,Personal Travel,Business,2556,3,4,3,2,4,3,4,4,1,1,4,1,5,4,15,2.0,neutral or dissatisfied,9/12/2026
6625,64801,Female,disloyal Customer,24,Business travel,Eco,551,4,4,4,4,4,4,4,4,1,5,3,2,3,4,0,0.0,neutral or dissatisfied,6/13/2024
6626,1947,Female,Loyal Customer,61,Business travel,Eco,383,3,3,2,3,1,4,4,3,3,3,3,3,3,2,5,14.0,neutral or dissatisfied,7/3/2024
6627,88686,Female,Loyal Customer,20,Personal Travel,Eco,515,2,5,2,4,5,2,5,5,4,4,5,5,5,5,0,13.0,neutral or dissatisfied,6/23/2026
6628,77799,Female,Loyal Customer,52,Personal Travel,Eco,731,1,5,1,2,4,3,4,4,4,1,4,2,4,2,0,0.0,neutral or dissatisfied,5/4/2024
6629,86525,Female,Loyal Customer,39,Personal Travel,Eco,712,2,5,1,2,4,1,4,4,2,2,4,4,5,4,0,0.0,neutral or dissatisfied,4/14/2025
6630,26395,Male,Loyal Customer,50,Business travel,Eco,957,1,5,5,5,1,1,1,1,3,5,3,4,2,1,0,0.0,neutral or dissatisfied,8/25/2024
6631,31535,Female,Loyal Customer,41,Personal Travel,Eco,853,1,5,1,4,2,1,2,2,3,2,4,4,4,2,0,0.0,neutral or dissatisfied,9/17/2024
6632,96406,Male,Loyal Customer,7,Personal Travel,Eco,1246,3,4,3,2,3,3,3,3,5,4,4,5,4,3,0,0.0,neutral or dissatisfied,5/2/2025
6633,58035,Male,disloyal Customer,24,Business travel,Business,612,4,0,5,5,1,5,1,1,3,2,4,3,4,1,0,0.0,satisfied,6/2/2024
6634,59105,Male,Loyal Customer,10,Personal Travel,Eco,1726,4,1,4,3,3,4,3,3,1,5,4,2,4,3,0,0.0,neutral or dissatisfied,4/15/2024
6635,88232,Female,Loyal Customer,69,Business travel,Business,581,2,5,5,5,4,4,4,2,2,2,2,1,2,1,4,4.0,neutral or dissatisfied,7/25/2024
6636,14537,Female,disloyal Customer,37,Business travel,Eco,368,1,1,1,3,2,1,2,2,2,4,4,2,3,2,22,12.0,neutral or dissatisfied,12/8/2026
6637,85888,Female,Loyal Customer,53,Personal Travel,Eco,2172,3,5,4,3,4,5,5,5,5,4,5,4,5,3,1,9.0,neutral or dissatisfied,8/7/2026
6638,3197,Male,Loyal Customer,65,Personal Travel,Eco,585,2,5,2,2,2,2,5,2,4,2,5,3,4,2,0,10.0,neutral or dissatisfied,8/24/2024
6639,86397,Female,Loyal Customer,57,Business travel,Eco,762,1,2,2,2,2,4,3,1,1,1,1,3,1,2,0,0.0,neutral or dissatisfied,1/2/2025
6640,112074,Male,Loyal Customer,52,Business travel,Business,1491,4,4,4,4,4,5,4,4,4,5,4,3,4,3,10,0.0,satisfied,8/18/2026
6641,47880,Female,Loyal Customer,37,Business travel,Business,2930,1,3,3,3,1,2,3,1,1,1,1,2,1,2,0,0.0,neutral or dissatisfied,9/18/2024
6642,46599,Male,disloyal Customer,24,Business travel,Eco,141,1,0,1,3,4,1,4,4,3,3,1,1,3,4,2,0.0,neutral or dissatisfied,6/6/2025
6643,47850,Female,disloyal Customer,22,Business travel,Eco,329,3,0,3,3,5,3,5,5,3,5,4,3,4,5,38,42.0,neutral or dissatisfied,6/6/2026
6644,27797,Male,Loyal Customer,60,Business travel,Eco,680,4,3,3,3,4,4,4,4,3,4,3,4,4,4,0,0.0,neutral or dissatisfied,12/2/2025
6645,103825,Female,disloyal Customer,17,Business travel,Business,882,0,5,0,4,2,5,2,2,4,2,4,5,4,2,0,0.0,satisfied,11/19/2025
6646,88766,Female,Loyal Customer,60,Business travel,Business,515,2,2,2,2,5,5,5,5,5,5,5,3,5,3,0,0.0,satisfied,8/13/2025
6647,63353,Male,Loyal Customer,33,Personal Travel,Eco,337,5,2,5,4,4,5,4,4,3,1,3,4,4,4,0,0.0,satisfied,10/14/2026
6648,124606,Male,disloyal Customer,20,Business travel,Business,1671,2,2,2,1,5,2,5,5,1,1,1,1,2,5,0,28.0,neutral or dissatisfied,8/23/2026
